CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social_Desdobramento;Data_Aprovacao;Tipo_Evento;Quantidade_Acoes_Ordinarias_Antes_Aprovacao;Quantidade_Acoes_Preferenciais_Antes_Aprovacao;Quantidade_Total_Acoes_Antes_Aprovacao;Quantidade_Acoes_Ordinarias_Depois_Aprovacao;Quantidade_Acoes_Preferenciais_Depois_Aprovacao;Quantidade_Total_Acoes_Depois_Aprovacao
19.853.511/0001-84;2020-01-01;13;103447;NOTRE DAME INTERMÉDICA PARTICIPAÇŐES S.A.;25520;2018-03-27;Grupamento;1003534757;0;1003534757;467591549;0;467591549
20.247.322/0001-47;2020-01-01;6;100615;ALLIED TECNOLOGIA S.A.;25090;2020-02-03;Grupamento;636973080;0;636973080;79621635;0;79621635
21.254.073/0001-80;2020-01-01;1;95231;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇŐES;23887;2017-01-01;Bonificaçăo;0;0;0;0;0;0
21.255.567/0001-89;2020-01-01;3;103475;CIA TECIDOS SANTANENSE EM RECUPERAÇĂO JUDICIAL;25524;2020-06-25;Bonificaçăo;38041111;1258019;39299130;38041111;73258019;111299130
21.314.559/0001-66;2020-01-01;12;105018;MOVIDA PARTICIPACOES SA;25789;2017-01-13;Grupamento;710154564;0;710154564;142030912;0;142030912
23.236.821/0001-27;2020-01-01;4;100515;PATRIMAR ENGENHARIA S.A.;25070;2020-08-05;Grupamento;27972479422;0;27972479422;174827996;0;174827996
23.236.821/0001-27;2020-01-01;4;100515;PATRIMAR ENGENHARIA S.A.;25071;2020-10-05;Grupamento;174827996;0;174827996;58275999;0;58275999
23.373.000/0001-32;2020-01-01;15;104879;VAMOS LOCAÇĂO DE CAMINHŐES, MÁQUINAS E EQUIPAMENTOS S.A.;25755;2019-04-08;Grupamento;290453495;0;290453495;96817831;0;96817831
23.373.000/0001-32;2020-01-01;15;104879;VAMOS LOCAÇĂO DE CAMINHŐES, MÁQUINAS E EQUIPAMENTOS S.A.;25756;2019-04-08;Grupamento;290453495;0;290453495;96817831;0;96817831
23.373.000/0001-32;2020-01-01;15;104879;VAMOS LOCAÇĂO DE CAMINHŐES, MÁQUINAS E EQUIPAMENTOS S.A.;25757;2020-01-24;Desdobramento;96817831;0;96817831;96817831;193635662;193635662
23.373.000/0001-32;2020-01-01;15;104879;VAMOS LOCAÇĂO DE CAMINHŐES, MÁQUINAS E EQUIPAMENTOS S.A.;25758;2020-03-05;Desdobramento;96817831;0;96817831;193635662;0;193635662
23.438.929/0001-00;2020-01-01;4;99719;ALARES INTERNET PARTICIPAÇŐES S/A;24850;2020-09-15;Grupamento;380646045;0;380646045;126882015;0;126882015
24.230.275/0001-80;2020-01-01;4;99214;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;24618;2020-08-21;Desdobramento;10000;0;10000;200000000;0;200000000
26.659.061/0001-59;2020-01-01;8;104780;MPM CORPÓREOS S.A.;25739;2021-01-07;Desdobramento;8801583;0;8801583;176031660;0;176031660
26.735.020/0001-02;2020-01-01;9;103551;FOCUS ENERGIA HOLDING PARTICIPAÇŐES S.A.;25550;2021-01-11;Desdobramento;23601013;0;23601013;47202026;0;47202026
29.978.814/0001-87;2020-01-01;9;104574;SUL AMERICA S.A.;25691;2017-03-29;Bonificaçăo;512362664;509842829;1022205493;592688393;589773510;1182461903
29.978.814/0001-87;2020-01-01;9;104574;SUL AMERICA S.A.;25692;2020-11-23;Bonificaçăo;592688393;589773510;1182461903;603835151;600865447;1204700598
29.978.814/0001-87;2020-01-01;9;104574;SUL AMERICA S.A.;25693;2021-03-29;Bonificaçăo;603835151;600865447;1204700598;640341527;637192283;1277533810
30.540.991/0001-66;2020-01-01;3;94650;HAGA S.A. INDUSTRIA E COMERCIO;23743;2013-12-31;Grupamento;3966667;7933333;11900000;3966667;7933333;11900000
31.553.627/0001-01;2020-01-01;6;103536;GRUPO TOKY S.A.;25545;2021-01-09;Grupamento;347264328;0;347264328;69452866;0;69452866
33.035.536/0001-00;2020-01-01;2;104191;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇĂO JUDICIAL;25661;2018-03-28;Grupamento;1052038158;0;1052038158;105203816;0;105203816
33.113.309/0001-47;2020-01-01;12;104615;VALID SOLUÇŐES S.A.;25702;2017-05-15;Bonificaçăo;64750000;0;64750000;71225000;0;71225000
33.200.049/0001-47;2020-01-01;1;95038;HOTEIS OTHON S.A. - EM RECUPERAÇĂO JUDICIAL;23867;2015-08-12;Grupamento;104779173;78944947;183724120;10477917;7894494;18372411
33.228.024/0001-51;2020-01-01;3;103599;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;25569;2015-09-17;Desdobramento;3314244;3968690;7282934;16571220;19843450;36414670
33.256.439/0001-39;2020-01-01;8;103055;ULTRAPAR PARTICIPACOES S.A.;25399;2019-04-10;Desdobramento;556405096;0;556405096;1112810192;0;1112810192
33.376.989/0001-91;2020-01-01;15;103842;IRB - BRASIL RESSEGUROS S.A.;25632;2019-09-19;Desdobramento;312000000;1;312000001;936000000;1;936000001
33.412.081/0001-96;2020-01-01;2;97070;REFINARIA DE PETROLEOS MANGUINHOS S.A.;24184;2016-01-29;Grupamento;1353832578;0;1353832578;67691629;0;67691629
33.839.910/0001-11;2020-01-01;11;104784;VIVARA PARTICIPAÇŐES S.A.;25740;2019-08-15;Grupamento;651909321;0;651909321;217303107;0;217303107
33.958.695/0001-78;2020-01-01;24;104656;UNIPAR CARBOCLORO S.A.;25718;2018-12-20;Bonificaçăo;27850069;55700137;83550206;30381893;60763786;91145679
33.958.695/0001-78;2020-01-01;24;104656;UNIPAR CARBOCLORO S.A.;25719;2019-06-18;Bonificaçăo;30216235;56938686;87154921;35252274;66428467;101680741
34.169.557/0001-72;2020-01-01;16;104697;BCO MERCANTIL DE INVESTIMENTOS S.A.;25730;2017-08-02;Grupamento;111505680;71014320;182520000;1115056;710143;1825200
34.274.233/0001-02;2020-01-01;7;103075;VIBRA ENERGIA S/A;25407;2017-11-14;Grupamento;34777774156;0;34777774156;1165000000;0;1165000000
35.727.157/0001-06;2020-01-01;2;99209;EZ INC INCORPORAÇŐES S.A.;24615;2020-08-14;Grupamento;514004937;0;514004937;200000000;0;200000000
35.727.157/0001-06;2020-01-01;2;99209;EZ INC INCORPORAÇŐES S.A.;24616;2020-09-30;Grupamento;277659851;0;277659851;200000000;0;200000000
45.242.914/0001-05;2020-01-01;16;104576;C&A MODAS S.A.;25695;2019-10-02;Grupamento;1035720002;0;1035720002;258930000;0;258930000
45.987.245/0001-92;2020-01-01;8;103423;BIOMA EDUCAÇĂO S.A.;25516;2016-09-09;Grupamento;6038183;0;6038183;603818;0;603818
47.960.950/0001-21;2020-01-01;5;103504;MAGAZINE LUIZA S.A.;25528;2017-09-04;Desdobramento;21623933;0;21623933;172991464;0;172991464
47.960.950/0001-21;2020-01-01;5;103504;MAGAZINE LUIZA S.A.;25529;2019-07-31;Desdobramento;190591464;0;190591464;1524731712;0;1524731712
47.960.950/0001-21;2020-01-01;5;103504;MAGAZINE LUIZA S.A.;25530;2020-10-07;Desdobramento;6124731712;0;6124731712;6498926848;0;6498926848
49.263.189/0001-02;2020-01-01;7;104562;HELBOR EMPREENDIMENTOS S.A.;25690;2020-07-10;Grupamento;669255362;0;669255362;133851072;0;133851072
49.669.856/0001-43;2020-01-01;8;103607;VESTE S.A. ESTILO;25574;2017-04-28;Grupamento;326639808;0;326639808;46662829;0;46662829
50.746.577/0001-15;2020-01-01;10;104695;COSAN S.A.;25729;2021-04-30;Desdobramento;468517733;0;468517733;1874070932;0;1874070932
50.926.955/0001-42;2020-01-01;8;104394;VULCABRAS S.A.;25672;2016-03-16;Grupamento;740921384;0;740921384;185230346;0;185230346
51.128.999/0001-90;2020-01-01;3;99183;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;24605;2015-08-20;Grupamento;12794413;0;12794413;127944;0;127944
51.466.860/0001-56;2020-03-31;4;95823;SAO MARTINHO S.A.;23980;2016-12-09;Desdobramento;113329207;0;113329207;339987621;0;339987621
53.113.791/0001-22;2020-01-01;19;103190;TOTVS S.A.;25446;2020-04-27;Desdobramento;192637727;0;192637727;577913181;0;577913181
56.720.428/0001-63;2020-01-01;7;102288;ROMI S.A.;25213;2020-10-23;Bonificaçăo;62857647;0;62857647;73333922;0;73333922
58.430.828/0001-60;2020-01-01;3;99544;BLAU FARMACĘUTICA S.A.;24739;2017-09-20;Desdobramento;18500000;0;18500000;148000000;0;148000000
59.418.806/0001-47;2020-01-01;6;104412;TRACK & FIELD CO S.A.;25678;2020-02-27;Desdobramento;415371;0;415371;1400000000;0;1400000000
59.418.806/0001-47;2020-01-01;6;104412;TRACK & FIELD CO S.A.;25679;2020-06-30;Grupamento;3200000000;0;3200000000;1400000000;0;1400000000
60.398.369/0004-79;2020-01-01;14;103519;PARANAPANEMA S.A. - EM RECUPERAÇĂO JUDICIAL;25541;2019-03-29;Grupamento;692370186;0;692370186;40727658;0;40727658
60.537.263/0001-66;2020-01-01;14;103592;ALLPARK EMPREENDIMENTOS, PARTICIPAÇŐES E SERVIÇOS S.A.;25568;2020-02-11;Desdobramento;15640472;6567712;22208184;161335153;0;161335153
60.637.238/0001-54;2020-01-01;2;108426;BLUE TECH SOLUTIONS EQI S.A.;26592;2018-09-21;Grupamento;1356559;2713023;4069582;45218;90435;135653
60.746.948/0001-12;2020-01-01;21;104409;BCO BRADESCO S.A.;25673;2017-03-10;Bonificaçăo;2776801011;2776800721;5553601732;3054481112;3054480793;6108961905
60.746.948/0001-12;2020-01-01;21;104409;BCO BRADESCO S.A.;25674;2018-03-12;Bonificaçăo;3054481112;3054480793;6108961905;3359929223;3359928872;6719858095
60.746.948/0001-12;2020-01-01;21;104409;BCO BRADESCO S.A.;25675;2019-03-11;Bonificaçăo;3359929223;3359928872;6719858095;4031915068;4031914646;8063829714
60.746.948/0001-12;2020-01-01;21;104409;BCO BRADESCO S.A.;25676;2020-03-10;Bonificaçăo;4031915068;4031914646;8063829714;4435106575;4435106111;8870212686
60.746.948/0001-12;2020-01-01;21;104409;BCO BRADESCO S.A.;25677;2021-03-10;Bonificaçăo;4435106575;4435106111;8870212686;4870579247;4848500325;9719079572
60.840.055/0001-31;2020-01-01;10;103580;FLEURY S.A.;25563;2017-06-26;Desdobramento;157395769;0;157395769;314791538;0;314791538
60.872.504/0001-23;2020-01-01;21;104273;ITAU UNIBANCO HOLDING S.A.;25663;2018-07-27;Desdobramento;3305526906;3230563326;6536090232;4958290359;4845844989;9804135348
60.884.319/0001-59;2020-01-01;1;95592;NORDON INDUSTRIAS METALURGICAS S.A.;23937;2016-04-29;Grupamento;6621486930;0;6621486930;6621486;0;6621486
61.024.352/0001-71;2020-01-01;7;99906;BCO INDUSVAL S.A.;24912;2018-09-17;Grupamento;115033148;37494103;152527251;11503315;3749410;15252725
61.065.298/0001-02;2020-01-01;2;99373;MANGELS INDUSTRIAL S.A.;24673;2016-04-29;Grupamento;6201730;11147908;17349638;2067243;3715969;5783212
61.065.751/0001-80;2020-01-01;10;103510;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇĂO JUDICIAL;25536;2014-11-21;Grupamento;428833420;0;428833420;85766684;0;85766684
61.065.751/0001-80;2020-01-01;10;103510;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇĂO JUDICIAL;25537;2016-01-18;Grupamento;85766684;0;85766684;17153337;0;17153337
61.079.117/0001-05;2020-01-01;11;103133;ALPARGATAS S.A.;25428;2019-03-20;Bonificaçăo;241608551;228841226;470449777;302010689;286051533;588062222
61.082.004/0001-50;2020-01-01;2;103657;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;25589;2017-04-27;Grupamento;5388995;10777990;16166985;269450;538900;808350
61.088.894/0001-08;2020-01-01;6;102741;CAMBUCI S.A.;25282;2012-12-31;Desdobramento;12420600;24539400;36960000;12420600;24539400;36960000
61.088.894/0001-08;2020-01-01;6;102741;CAMBUCI S.A.;25283;2013-01-07;Desdobramento;12420600;24539400;36960000;13087267;25464982;38552249
61.088.894/0001-08;2020-01-01;6;102741;CAMBUCI S.A.;25284;2014-12-31;Desdobramento;12420600;24539400;36960000;13087267;25464982;38552249
61.088.894/0001-08;2020-01-01;6;102741;CAMBUCI S.A.;25285;2016-05-30;Grupamento;13087267;25464982;38552249;1308726;2546498;3855224
61.088.894/0001-08;2020-01-01;6;102741;CAMBUCI S.A.;25286;2019-08-14;Desdobramento;1429157;2768851;4198008;14291570;27688510;41980080
61.092.037/0001-81;2020-01-01;7;103461;ETERNIT S.A.;25522;2018-09-27;Grupamento;179000000;0;179000000;29833333;0;29833333
61.156.931/0001-78;2020-01-01;1;94915;ALIPERTI S.A.;23835;2016-04-29;Grupamento;62500;123455;185955;6250;12345;18595
61.186.680/0001-74;2020-01-01;19;104291;BANCO BMG S/A;25664;2018-10-18;Desdobramento;25169;0;25169;500007354;0;500007354
61.351.532/0001-68;2020-01-01;7;103990;AZEVEDO E TRAVASSOS S.A.;25654;2019-05-08;Grupamento;9000000;18000000;27000000;1800000;3600000;5400000
61.374.161/0001-30;2020-01-01;1;95588;BAUMER S.A.;23936;2014-04-30;Desdobramento;490000;490000;980000;4900000;4900000;9800000
61.532.644/0001-15;2020-01-01;6;104621;ITAÚSA S.A.;25704;2018-05-24;Bonificaçăo;2889839643;4759431256;7649270899;2889839643;5524358345;8414197988
61.585.865/0001-51;2020-01-01;6;103803;RAIA DROGASIL S.A.;25622;2020-09-15;Desdobramento;330386000;0;330386000;1651930000;0;1651930000
62.984.091/0001-02;2020-01-01;6;103076;CRUZEIRO DO SUL EDUCACIONAL S.A.;25409;2021-01-11;Desdobramento;7633056;0;7633056;305322240;0;305322240
64.904.295/0001-03;2020-02-28;9;94700;CAMIL ALIMENTOS S.A.;23758;2017-08-28;Desdobramento;123017292;0;123017292;369051876;0;369051876
67.571.414/0001-41;2020-01-01;8;103069;VIVER INCORPORADORA E CONSTRUTORA S.A.;25404;2016-04-29;Grupamento;341419308;0;341419308;3414193;0;3414193
67.571.414/0001-41;2020-01-01;8;103069;VIVER INCORPORADORA E CONSTRUTORA S.A.;25405;2019-04-12;Grupamento;463170359;0;463170359;46317035;0;46317035
71.476.527/0001-35;2020-01-01;10;104883;CONSTRUTORA TENDA S.A.;25760;2016-11-14;Grupamento;633037801;0;633037801;54000000;0;54000000
71.476.527/0001-35;2020-01-01;10;104883;CONSTRUTORA TENDA S.A.;25761;2019-03-25;Desdobramento;52172123;0;52172123;104344246;0;104344246
75.315.333/0001-09;2020-01-01;9;103416;ATACADĂO S.A.;25510;2017-05-19;Grupamento;3550153178;0;3550153178;1775076589;0;1775076589
76.483.817/0001-20;2020-01-01;11;103292;CIA PARANAENSE DE ENERGIA - COPEL;25476;2021-03-11;Desdobramento;145031080;128624295;273655375;1450310800;1286242950;2736553750
76.484.013/0001-45;2020-01-01;17;103087;CIA SANEAMENTO DO PARANA - SANEPAR;25413;2020-03-27;Desdobramento;167911753;335823420;503735173;503735259;1007470260;1511205519
76.627.504/0001-06;2020-01-01;19;106575;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;26298;2016-04-29;Grupamento;86123467;63136159;149259626;4306173;3156808;7462981
79.430.682/0001-22;2020-01-01;3;99600;FARMÁCIA E DROGARIA NISSEI S.A.;24772;2020-10-13;Desdobramento;21720362;0;21720362;152042534;0;152042534
82.640.558/0001-04;2020-01-01;3;96138;KARSTEN S.A.;24014;2016-04-28;Grupamento;28784041;33269710;62053751;2878404;3326971;6205375
82.643.537/0001-34;2020-01-01;8;100656;ELECTRO ACO ALTONA S.A.;25095;2018-04-26;Bonificaçăo;975000;1275000;2250000;9750000;12750000;22500000
82.901.000/0001-27;2020-01-01;5;103052;INTELBRAS S.A. IND. DE TELECOMUNICAÇĂO ELETRÔNICA BRASILEIRA;25395;2021-01-08;Desdobramento;28161111;0;28161111;281611110;0;281611110
82.982.075/0001-80;2020-01-01;2;103299;TEXTIL RENAUXVIEW S.A.;25477;2016-04-29;Grupamento;14566031;28026779;42592810;1456603;2802678;4259281
84.429.695/0001-11;2020-01-01;8;103885;WEG S.A.;25641;2018-04-24;Bonificaçăo;1614353076;0;1614353076;2098658999;0;2098658999
84.429.695/0001-11;2020-01-01;8;103885;WEG S.A.;25642;2021-04-27;Desdobramento;2098658999;0;2098658999;4197317998;0;4197317998
84.693.183/0001-68;2020-01-01;6;102937;SCHULZ S.A.;25358;2018-12-04;Bonificaçăo;27266565;36550360;63816925;38173191;51170504;89343695
84.693.183/0001-68;2020-01-01;6;102937;SCHULZ S.A.;25359;2021-04-15;Bonificaçăo;38173191;51170504;89343695;76346382;102341008;178687390
86.550.951/0001-50;2020-01-01;3;103749;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;25605;2014-10-01;Grupamento;151875000;0;151875000;7593750;0;7593750
88.610.191/0001-54;2020-01-01;2;103570;MUNDIAL S.A. - PRODUTOS DE CONSUMO;25557;2013-03-22;Grupamento;297631213;0;297631213;2480260;0;2480260
89.096.457/0001-55;2020-01-01;7;104650;SLC AGRICOLA S.A.;25717;2019-04-30;Desdobramento;95297500;0;95297500;190595000;0;190595000
89.463.822/0001-12;2020-01-01;12;104916;LUPATECH S.A;25766;2015-05-15;Grupamento;4696917000;0;4696917000;9393834;0;9393834
89.850.341/0001-60;2020-01-01;11;103471;GRENDENE S.A.;25523;2018-04-23;Desdobramento;300720000;0;300720000;902160000;0;902160000
90.441.460/0001-48;2020-01-01;3;103118;UNICASA INDÚSTRIA DE MÓVEIS S.A.;25424;2012-03-30;Desdobramento;5499900;0;5499900;56950000;0;56950000
91.333.666/0001-17;2020-01-01;3;103406;RECRUSUL S.A.;25504;2017-10-24;Grupamento;12770758;25338727;38109485;5108303;10135490;15243793
91.333.666/0001-17;2020-01-01;3;103406;RECRUSUL S.A.;25505;2018-01-25;Grupamento;5108303;10135490;15243793;1702767;3378496;5081263
92.660.570/0001-26;2020-01-01;6;103224;TREVISA INVESTIMENTOS S.A.;25458;2017-04-28;Bonificaçăo;1532000;1932000;3464000;2298000;2898000;5196000
92.665.611/0001-77;2020-01-01;12;103126;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;25426;2020-03-20;Desdobramento;4066490;449523;4516013;121994700;13485690;135480390
92.693.019/0001-89;2020-01-01;2;102938;PANATLANTICA S.A.;25360;2016-08-17;Bonificaçăo;15802607;769881;16572488;16572488;741759;17314247
92.715.812/0001-31;2020-01-01;16;104598;CPFL TRANSMISSĂO S.A.;25700;2016-04-29;Grupamento;380669270;6560558;387229828;9516732;164014;9680746
92.749.225/0001-63;2020-01-01;2;103575;HERCULES S.A. FABRICA DE TALHERES;25558;2015-08-28;Grupamento;5135950;10164050;15300000;171198;338801;509999
92.754.738/0001-62;2020-01-01;9;102079;LOJAS RENNER S.A.;25172;2015-09-23;Desdobramento;127875065;0;127875065;639375325;0;639375325
92.754.738/0001-62;2020-01-01;9;102079;LOJAS RENNER S.A.;25173;2017-05-03;Bonificaçăo;643550575;0;643550575;707905633;0;707905633
92.754.738/0001-62;2020-01-01;9;102079;LOJAS RENNER S.A.;25174;2019-04-30;Bonificaçăo;720024498;0;720024498;792026948;0;792026948
92.929.520/0001-00;2020-01-01;1;95502;SPRINGER S.A.;23920;2016-04-29;Grupamento;94450230;32020800;126471030;1889004;640415;2529419
92.934.215/0001-06;2020-01-01;5;103408;BANRISUL SOLUÇŐES EM PAGAMENTOS S.A. - INSTITUIÇĂO DE PAGAME;25506;2018-04-10;Desdobramento;2785801;0;2785801;204487239;204487238;408974477
93.828.986/0001-73;2020-01-01;2;104955;CEMEPE INVESTIMENTOS S.A.;25778;2015-11-16;Grupamento;4544544;4644403;9188947;454455;464440;918895
