CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
56.643.018/0001-66;2020-01-01;6;103527;EUCATEX S.A. INDUSTRIA E COMERCIO;4312;23;113;12765018;40.840000;56114621;91.450000;68879639;74.370000;2019-04-30
56.720.428/0001-63;2020-01-01;7;102288;ROMI S.A.;27042;97;184;37272660;50.800000;0;0.000000;37272660;50.800000;2020-11-27
56.992.423/0001-90;2020-01-01;2;103757;BICICLETAS MONARK S.A.;456;22;1;137475;30.230896;0;0.000000;137475;30.230896;2020-04-30
58.119.199/0001-51;2020-01-01;7;103376;ODONTOPREV S.A.;38651;472;347;263448316;49.576000;0;0.000000;263448316;49.576000;2020-04-28
58.430.828/0001-60;2020-01-01;3;99544;BLAU FARMACÊUTICA S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2019-12-10
59.105.999/0001-86;2020-01-01;4;104705;WHIRLPOOL S.A.;957;23;10;8197233;0.800000;20503796;4.320000;28701029;1.910000;2019-04-26
59.285.411/0001-13;2020-01-01;13;99500;BCO PAN S.A.;61727;258;282;3;0.000000;341124068;62.306280;341124071;28.307733;2020-12-04
59.418.806/0001-47;2020-01-01;6;104412;TRACK & FIELD CO S.A.;5;0;0;0;0.000000;57536221;79.919000;57536221;6.061000;2020-09-17
59.789.545/0001-71;2020-01-01;3;104300;POLPAR S.A.;5;2;0;0;0.000000;0;0.000000;0;0.000000;2020-04-28
60.398.369/0004-79;2020-01-01;14;103519;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;23053;205;37;43403849;99.996500;0;0.000000;43403849;99.996500;2020-04-23
60.444.437/0001-46;2020-01-01;11;100013;LIGHT SERVICOS DE ELETRICIDADE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2020-04-28
60.476.884/0001-87;2020-01-01;6;103257;MAHLE METAL LEVE S.A.;66425;306;120;38492519;30.000000;0;0.000000;38492519;30.000000;2020-05-29
60.500.139/0001-26;2020-01-01;5;99313;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;13825;32;24;7456006;37.266600;24461094;94.551800;31917100;69.569900;2020-07-20
60.537.263/0001-66;2020-01-01;14;103592;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;3037;23;61;103710767;52.522000;0;0.000000;103710767;52.522000;2020-06-01
60.543.816/0001-93;2020-01-01;3;103221;IGUATEMI S.A.;20197;184;119;34833911;100.000000;0;0.000000;34833911;100.000000;2020-07-08
60.637.238/0001-54;2020-01-01;2;108426;BLUE TECH SOLUTIONS EQI S.A.;2915;47;19;819802;40.430000;3346095;100.000000;4165897;82.999999;2020-08-14
60.651.809/0001-05;2020-01-01;4;104299;SUZANO HOLDING S.A.;23;2;0;0;0.000000;0;0.000000;0;0.000000;2020-05-26
60.730.348/0001-66;2020-01-01;4;104595;CIA MELHORAMENTOS DE SAO PAULO;261;19;3;329814;5.870000;425497;55.020000;755311;11.800000;2020-06-22
60.746.948/0001-12;2020-01-01;21;104409;BCO BRADESCO S.A.;729406;36245;1393;1393587876;28.612364;4714820148;97.242855;6108408024;62.849655;2021-04-23
60.770.336/0001-65;2020-01-01;5;102649;BCO ALFA DE INVESTIMENTO S.A.;17919;1409;13;7203053;13.468149;12754380;36.318169;19957433;22.525171;2020-04-24
60.840.055/0001-31;2020-01-01;10;103580;FLEURY S.A.;209571;283;749;303800430;100.000000;0;0.000000;303800430;100.000000;2020-07-31
60.851.615/0001-53;2020-01-01;5;103654;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;1024;18;17;252907;41.652000;977179;98.426000;1230086;76.880000;2019-04-30
60.872.504/0001-23;2020-01-01;21;104273;ITAU UNIBANCO HOLDING S.A.;491554;11554;1222;385293206;7.770687;4780002924;98.641268;5165296130;52.684872;2021-05-07
60.884.319/0001-59;2020-01-01;1;95592;NORDON INDUSTRIAS METALURGICAS S.A.;333;10;0;71121;1.074100;0;0.000000;71121;1.074100;2017-04-27
60.894.730/0001-05;2020-01-01;13;104238;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;104141;883;404;161021803;22.832000;513796208;93.790000;674818011;53.850000;2020-04-28
60.933.603/0001-78;2020-01-01;17;104592;CESP - CIA ENERGETICA DE SAO PAULO;15525;122;922;7076043;6.482000;189404011;57.832800;196480054;59.993000;2020-03-30
61.022.042/0001-18;2020-01-01;1;95577;CONSTRUTORA ADOLPHO LINDENBERG S.A.;234;10;0;7044;5.680000;45217;18.230000;52261;14.040000;2020-04-24
61.024.352/0001-71;2020-01-01;7;99906;BCO INDUSVAL S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-01-14
61.065.298/0001-02;2020-01-01;2;99373;MANGELS INDUSTRIAL S.A.;1071;14;11;1547;0.080000;2530610;68.100000;2532157;43.810000;2020-07-16
61.065.751/0001-80;2020-01-01;10;103510;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;4260;94;51;13676606;79.731460;0;0.000000;13676606;79.731460;2021-04-30
61.079.117/0001-05;2020-01-01;11;103133;ALPARGATAS S.A.;16232;690;166;11390682;3.771616;168770200;58.999929;180160882;30.636364;2020-04-30
61.080.313/0001-91;2020-01-01;2;93918;COBRASMA S.A.;2539;36;0;17667940;43.836567;61974046;99.507546;79641986;77.635221;2016-04-30
61.082.004/0001-50;2020-01-01;2;103657;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;1116;30;0;14214;5.275190;538886;99.997402;553100;100.000000;2020-06-26
61.088.894/0001-08;2020-01-01;6;102741;CAMBUCI S.A.;6810;45;23;42265080;100.000000;0;0.000000;42265080;100.000000;2021-03-10
61.092.037/0001-81;2020-01-01;7;103461;ETERNIT S.A.;16155;77;27;51324205;99.320085;0;0.000000;51324205;99.320085;2020-04-28
61.101.895/0001-45;2020-01-01;2;100590;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;0;1;0;16918;100.000000;0;0.000000;16918;100.000000;2020-06-29
61.156.113/0001-75;2020-01-01;8;104578;IOCHPE MAXION S.A.;47057;373;244;141465625;92.028358;0;0.000000;141465625;92.028358;2020-04-30
61.156.931/0001-78;2020-01-01;1;94915;ALIPERTI S.A.;4;4;0;1334;21.340000;7832;63.440000;9166;49.290000;2019-04-29
61.186.680/0001-74;2020-01-01;19;104291;BANCO BMG S/A;30170;345;0;1251558;0.314000;100232797;54.316000;101484355;17.400000;2020-04-30
61.189.288/0001-89;2020-01-01;13;103807;MARISA LOJAS S.A.;33874;96;239;111476495;42.602470;0;0.000000;111476495;42.602470;2020-06-30
61.351.532/0001-68;2020-01-01;7;103990;AZEVEDO E TRAVASSOS S.A.;6907;21;27;2900345;43.944621;10952087;82.970356;13852432;69.961778;2021-04-30
61.374.161/0001-30;2020-01-01;1;95588;BAUMER S.A.;569;17;0;252500;5.150000;2291824;46.770000;2544324;25.960000;2020-07-31
61.486.650/0001-83;2020-01-01;9;100193;DIAGNOSTICOS DA AMERICA S.A.;473;12;7;2857082;0.594218;0;0.000000;2857082;0.594218;2020-04-28
61.532.644/0001-15;2020-01-01;6;104621;ITAÚSA S.A.;713795;4065;0;1061351420;36.727024;4515538171;81.788749;5576889591;66.306174;2020-06-17
61.584.140/0001-49;2020-01-01;2;97043;REDE ENERGIA PARTICIPAÇÕES S.A.;5606;1587;5;8994720;0.420000;0;0.000000;8994720;0.420000;2020-04-28
61.585.865/0001-51;2020-01-01;6;103803;RAIA DROGASIL S.A.;42777;1756;0;1072645150;64.932845;0;0.000000;1072645150;64.932845;2020-09-23
61.695.227/0001-93;2020-01-01;7;102782;ELETROPAULO METROP. ELET. SAO PAULO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2019-12-05
61.856.571/0001-17;2020-01-01;6;104613;CIA GAS DE SAO PAULO - COMGAS;2366;102;91;163435;0.160000;975775;3.400000;1139210;0.860000;2019-04-25
62.002.886/0001-60;2020-01-01;9;103628;SAO PAULO TURISMO S.A.;2693;879;0;170215;1.992241;107515;1.258384;277730;3.250626;2020-04-29
62.144.175/0001-20;2020-01-01;8;104793;BCO PINE S.A;18283;75;28;0;0.000000;53587434;73.832311;53587434;36.169170;2020-09-30
62.232.889/0001-90;2020-01-01;4;92843;BCO DAYCOVAL S.A.;5;0;0;0;0.000000;0;0.000000;0;0.000000;2020-03-05
62.307.848/0001-15;2020-01-01;3;99601;BANCO RCI BRASIL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2020-04-30
62.984.091/0001-02;2020-01-01;6;103076;CRUZEIRO DO SUL EDUCACIONAL S.A.;0;3;0;77755200;20.364000;0;0.000000;77755200;20.364000;2021-02-09
64.904.295/0001-03;2020-02-28;9;94700;CAMIL ALIMENTOS S.A.;30386;145;115;121075797;32.723188;0;0.000000;121075797;32.723188;2020-06-30
65.654.303/0001-73;2020-01-01;12;103782;DIBENS LEASING S.A. - ARREND.MERCANTIL;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-30
67.010.660/0001-24;2020-01-01;7;103249;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;1679;24;41;15049835;34.384055;0;0.000000;15049835;34.348055;2020-06-29
67.571.414/0001-41;2020-01-01;8;103069;VIVER INCORPORADORA E CONSTRUTORA S.A.;13469;259;0;106507317;100.000000;0;0.000000;106507317;100.000000;2020-06-25
67.620.377/0001-14;2020-01-01;16;104710;MINERVA S.A.;33870;284;552;242718712;44.160000;0;0.000000;242718712;44.160000;2020-03-20
69.720.910/0001-45;2020-01-01;1;94970;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;0;2;1;180920161;99.999996;0;0.000000;180920161;99.999996;2018-04-30
69.720.910/0001-45;2020-12-31;1;105499;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;0;2;1;180920161;99.999996;0;0.000000;180920161;99.999996;2018-04-30
71.208.516/0001-74;2020-01-01;1;95425;ALGAR TELECOM S/A;531;286;0;81911749;27.764830;0;0.000000;81911749;27.764830;2020-04-29
71.476.527/0001-35;2020-01-01;10;104883;CONSTRUTORA TENDA S.A.;12815;610;0;96408761;92.390000;0;0.000000;96408761;92.390000;2020-07-10
71.673.990/0001-77;2020-01-01;5;121236;NATURA COSMÉTICOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2020-06-26
73.178.600/0001-18;2020-01-01;8;103179;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;7535;490;409;281154098;70.334000;0;0.000000;281154098;70.334000;2019-04-26
73.903.718/0001-61;2020-01-01;1;94805;SNB PARTICIPACOES SA;1;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-25
75.315.333/0001-09;2020-01-01;9;103416;ATACADÃO S.A.;10771;443;645;391758726;19.735767;0;0.000000;391758726;19.735767;2020-04-14
75.609.123/0001-23;2020-01-01;1;95471;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;0;1;1;0;0.000000;0;0.000000;0;0.000000;2019-07-08
76.483.817/0001-20;2020-01-01;11;103292;CIA PARANAENSE DE ENERGIA - COPEL;28295;1088;355;600024820;41.372154;1286242950;100.000000;1886267770;68.928584;2020-04-28
76.484.013/0001-45;2020-01-01;17;103087;CIA SANEAMENTO DO PARANA - SANEPAR;86200;721;826;200991234;39.900172;1007468757;99.999851;1208459991;79.966621;2020-03-27
76.535.764/0001-43;2020-01-01;11;103854;OI S.A. - EM RECUPERAÇÃO JUDICIAL;1329833;213258;1313;5796444466;99.999000;155915479;98.851000;5952359945;99.969000;2020-10-16
76.627.504/0001-06;2020-01-01;19;106575;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;0;0;0;0;0.000000;0;0.000000;0;0.000000;
78.876.950/0001-71;2020-01-01;6;103363;CIA HERING;61793;901;516;126186408;77.636960;0;0.000000;126186408;77.636960;2020-04-27
79.430.682/0001-22;2020-01-01;3;99600;FARMÁCIA E DROGARIA NISSEI S.A.;3;0;0;0;0.000000;0;0.000000;0;0.000000;2020-08-24
80.227.184/0001-66;2020-01-01;2;93777;METALGRAFICA IGUACU S.A.;1130;19;0;1313;1.632110;41850;26.010590;43163;17.844305;2020-04-29
81.243.735/0001-48;2020-01-01;10;104660;POSITIVO TECNOLOGIA S.A.;39701;251;96;78616498;55.441818;0;0.000000;78616498;55.441818;2020-06-01
82.508.433/0001-17;2020-01-01;12;103176;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;80;20;0;44113;0.011028;39014;0.009754;83127;0.010391;2021-02-23
82.636.986/0001-55;2020-01-01;2;102817;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;0;0;0;0;100.000000;0;100.000000;0;100.000000;
82.640.558/0001-04;2020-01-01;3;96138;KARSTEN S.A.;1163;202;43;117094;4.100000;774703;23.300000;891797;14.400000;2020-06-30
82.643.537/0001-34;2020-01-01;8;100656;ELECTRO ACO ALTONA S.A.;4364;28;13;9750000;43.333333;12750000;56.666667;22500000;100.000000;2020-06-02
82.901.000/0001-27;2020-01-01;5;103052;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;15598;201;306;82800000;25.275000;0;0.000000;82800000;25.275000;2021-02-25
82.982.075/0001-80;2020-01-01;2;103299;TEXTIL RENAUXVIEW S.A.;606;26;13;1456603;100.000000;2802677;100.000000;4259280;100.000000;2019-04-29
83.475.913/0001-91;2020-01-01;7;103680;PBG S/A;31406;180;83;69996578;45.200000;0;0.000000;69996578;45.200000;2020-06-30
83.878.892/0001-55;2020-01-01;10;104599;CENTRAIS ELET DE SANTA CATARINA S.A.;5139;520;450;6297477;40.560000;22810149;98.980000;29107626;75.460000;2019-04-30
84.429.695/0001-11;2020-01-01;8;103885;WEG S.A.;345714;3338;1844;1484859030;35.376377;0;0.000000;1484859030;35.376377;2021-04-27
84.683.374/0001-49;2020-01-01;9;103026;TUPY S.A.;35427;431;371;66821197;46.346480;0;0.000000;66821197;46.346480;2020-04-30
84.683.408/0001-03;2020-01-01;4;103468;DOHLER S.A.;356;24;0;58796;0.134933;7669311;45.268113;7728107;12.770305;2020-07-24
84.683.671/0001-94;2020-01-01;6;103573;WETZEL S.A.;1559;20;8;18666;2.720997;1004233;73.194718;1022899;49.703475;2021-04-30
84.693.183/0001-68;2020-01-01;6;102937;SCHULZ S.A.;22883;60;137;14023286;18.367977;87063462;85.071922;101086748;56.571842;2021-04-15
85.041.333/0001-11;2020-01-01;1;94099;PORTO PONTA DO FELIX S/A;0;4;0;85937255;37.140000;145449893;62.860000;231387148;100.000000;2017-08-08
85.778.074/0001-06;2020-01-01;4;104229;METALURGICA RIOSULENSE S.A.;117;11;6;0;0.000000;139898;58.290833;139898;23.996226;2020-04-20
86.375.425/0001-09;2020-01-01;3;103392;METISA METALURGICA TIMBOENSE S.A.;6;2;0;52291;1.240000;3239256;65.780000;3291547;36.020000;2020-04-24
86.550.951/0001-50;2020-01-01;3;103749;POMIFRUTAS S/A EM RECUPERACAO JUDICIAL;1426;13;0;612122;30.599999;0;0.000000;612122;30.599999;2019-04-30
87.043.832/0001-73;2020-01-01;3;104000;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;104;1095;19;2;0.000000;432672;100.000000;432674;100.000000;2019-04-29
87.456.562/0001-22;2020-01-01;2;103995;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;95;12;5;1994306;19.082455;130868;99.619390;2125174;20.082229;2020-07-31
87.762.563/0001-03;2020-01-01;5;103576;CIA HABITASUL DE PARTICIPACOES;3;1;0;0;0.000000;3826276;64.311000;3826276;64.311000;2017-04-30
88.610.126/0001-29;2020-01-01;8;103859;FRASLE MOBILITY S.A.;13754;45;99;102669124;47.189801;0;0.000000;102669124;47.189801;2020-04-08
88.610.191/0001-54;2020-01-01;2;103570;MUNDIAL S.A. - PRODUTOS DE CONSUMO;3076;145;13;1669373;67.306371;0;0.000000;1669373;67.306371;2020-06-01
88.611.835/0001-29;2020-01-01;6;102636;MARCOPOLO S.A.;85079;521;190;167673527;49.080000;573419889;94.740000;741093416;78.270000;2020-03-31
88.613.658/0001-10;2020-06-30;3;98633;PETTENATI S.A. INDUSTRIA TEXTIL;1286;56;0;385220;2.405081;31585060;98.612207;31970280;66.540306;2019-10-30
89.086.144/0001-16;2020-01-01;9;103303;RANDONCORP S.A.;14084;213;529;21308966;18.290000;177421406;77.390000;198730372;57.500000;2019-04-30
89.096.457/0001-55;2020-01-01;7;104650;SLC AGRICOLA S.A.;16798760;433718;25735593;86086214;45.200000;0;0.000000;86086214;45.200000;2020-06-30
89.463.822/0001-12;2020-01-01;12;104916;LUPATECH S.A;11879;79;30;28477701;100.000000;0;0.000000;28477701;100.000000;2021-05-07
89.637.490/0001-45;2020-01-01;19;103545;KLABIN S.A.;151816;1525;35;922294338;44.300000;3251977589;91.960000;4174271927;74.300000;2020-07-31
89.723.993/0001-33;2020-01-01;1;96609;CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL;397;7;12;911080;12.164407;5084090;99.487504;5995170;47.580715;2017-07-17
89.850.341/0001-60;2020-01-01;11;103471;GRENDENE S.A.;108217;410;124;268384780;29.749133;0;0.000000;268384780;29.749133;2020-07-06
90.076.886/0001-40;2020-01-01;2;97661;MINUPAR PARTICIPACOES S.A.;1375;54;0;3386982;47.703299;0;0.000000;3386982;47.703299;2020-04-29
90.400.888/0001-42;2020-01-01;10;103768;BCO SANTANDER (BRASIL) S.A.;185850;16337;1041;355642348;9.313191;383446762;10.420213;739089110;9.856452;2020-04-30
90.441.460/0001-48;2020-01-01;3;103118;UNICASA INDÚSTRIA DE MÓVEIS S.A.;3674;18;44;29340638;42.481000;0;0.000000;29340638;44.400000;2019-12-03
91.333.666/0001-17;2020-01-01;3;103406;RECRUSUL S.A.;2154;33;23;25408950;33.510000;50414424;66.490000;75823374;100.000000;2019-04-26
91.495.499/0001-00;2020-01-01;4;103082;STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS;0;3;0;0;0.000000;0;0.000000;0;0.000000;2020-05-07
91.669.747/0001-92;2020-01-01;3;103336;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;254;21;0;303030;33.160000;0;0.000000;303030;33.160000;2015-04-28
91.983.056/0001-69;2020-01-01;12;103011;KEPLER WEBER S.A.;6422;67;170;26291930;99.923833;0;0.000000;26291930;99.923833;2021-03-30
92.012.467/0001-70;2020-01-01;4;103338;GRAZZIOTIN S.A.;6719;130;0;2634233;32.225000;9064749;76.004000;11698982;58.201000;2020-07-21
92.660.570/0001-26;2020-01-01;6;103224;TREVISA INVESTIMENTOS S.A.;139;5;9;256800;11.174935;1312800;45.300207;1569600;30.207852;2021-04-22
92.665.611/0001-77;2020-01-01;12;103126;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;13293;242;45;65369937;47.371000;7915220;58.693000;73285157;48.379000;2020-07-29
92.690.783/0001-09;2020-01-01;9;104259;METALURGICA GERDAU S.A.;97830;596;494;90953948;11.590000;693699918;88.410000;784653866;72.170000;2020-07-31
92.693.019/0001-89;2020-01-01;2;102938;PANATLANTICA S.A.;610;92;8;297653;1.702131;537656;68.692914;835309;4.572083;2019-11-25
92.702.067/0001-96;2020-01-01;14;104230;BCO ESTADO DO RIO GRANDE DO SUL S.A.;57406;3977;799;3839426;1.870000;203153126;99.630000;206992552;50.610000;2019-04-25
92.715.812/0001-31;2020-01-01;16;104598;CPFL TRANSMISSÃO S.A.;136;227;0;3135911;32.950000;162927;99.340000;3298838;34.080000;2020-04-30
92.721.232/0001-57;2020-01-01;1;95305;BANRISUL ARMAZENS GERAIS SA;224;46;1;0;0.000000;0;0.000000;0;0.000000;2020-07-24
92.749.225/0001-63;2020-01-01;2;103575;HERCULES S.A. FABRICA DE TALHERES;660;40;1;2804;1.637900;240946;71.117300;243750;47.794200;2020-06-01
92.754.738/0001-62;2020-01-01;9;102079;LOJAS RENNER S.A.;81453;684;2030;785417914;98.720000;0;0.000000;785417914;98.720000;2020-04-29
92.781.335/0001-02;2020-01-01;11;103755;TAURUS ARMAS S.A.;26857;303;10;7795474;16.784199;51290830;95.472547;59086304;58.986951;2020-01-29
92.791.243/0001-03;2020-01-01;14;103613;IRANI PAPEL E EMBALAGEM S.A.;2938;49;0;85725289;33.390000;0;0.000000;85725289;33.390000;2020-04-28
92.802.784/0001-90;2020-01-01;6;104980;CIA RIOGRANDENSE DE SANEAMENTO;0;9;0;0;0.000000;0;0.000000;0;0.000000;2020-06-16
92.929.520/0001-00;2020-01-01;1;95502;SPRINGER S.A.;948;50;18;118279;6.261447;199365;31.130595;317644;12.557982;2019-04-30
92.934.215/0001-06;2020-01-01;5;103408;BANRISUL SOLUÇÕES EM PAGAMENTOS S.A. - INSTITUIÇÃO DE PAGAME;0;2;0;0;0.000000;0;0.000000;0;0.000000;2019-05-30
93.828.986/0001-73;2020-01-01;2;104955;CEMEPE INVESTIMENTOS S.A.;575;28;0;12447;34.872384;23246;65.127616;35693;100.000000;2020-04-30
95.426.862/0001-97;2020-01-01;4;100597;EXCELSIOR ALIMENTOS S.A.;389;5;6;2223;0.000781;1506413;0.634201;1508636;0.288888;2020-04-30
96.298.013/0001-68;2020-01-01;2;97480;PACAEMBU CONSTRUTORA S.A.;5;0;0;0;0.000000;0;0.000000;0;0.000000;2020-09-11
96.418.264/0218-02;2020-01-01;10;103744;LOJAS QUERO QUERO S.A.;15923;125;349;177734774;94.899000;0;0.000000;177734774;94.899000;2021-01-28
97.191.902/0001-94;2020-01-01;1;95281;CONSERVAS ODERICH S.A.;429;10;0;112064;1.140000;85888;6.010000;197952;7.150000;2019-04-30
97.837.181/0001-47;2020-01-01;13;104593;DEXCO S.A.;19060;718;0;273813447;39.580743;0;0.000000;273813447;39.580743;2020-04-30
